(138.59007302096447, 188.57078241405875)
(109.73537747178773, 155.608534094134)
(27.416019956316397, 51.72764383775561)
(18.433345582837156, 31.073551269801033)
(29.266669875841558, 54.69197966735601)
(65.11942844247815, 100.76866164940853)
(3.0958221471150953, 3.5538769678198996)
(18.8773789065162, 7.927105986228366)
(24.216902794725332, 10.972632613037536)
(19.887792767700976, 27.6006584083988)
(3.2501569302848052, 2.512006362850879)
(61.269458638383576, 35.0898825907837)
(7.550234829839646, 2.025769092266605)
(6.879517766421949, 1.3371065246984404)
(13.061804045835089, 2.739092496086366)
(36.21780762977355, 22.799990745138608)
(67.52862763976218, 41.13909645196618)
(64.3556521258364, 36.608925619425925)
(57.303561131167, 38.9243846207677)
(67.93662276095435, 41.54709157315835)
