(-4.479916478014029E87, -4.543155780835247E91, 8.052221770486805E88)
(-5.055395649149765E87, -3.2088387817902656E91, -3.950740069366199E89)
(-3.8066563520926485E87, -8.199870673635318E90, -4.7368872962095274E89)
(-6.165983516346867E87, -1.449244571044777E91, 4.67043758255479E88)
(-7.976419513117117E87, -8.220393946966276E90, -1.123673983841703E89)
(-1.2933090591537135E87, -4.173881470271657E91, 3.0395259516427194E89)
(-9.186935986970698E86, -3.773690880471569E91, 2.6605184431879663E89)
(-3.6926043430920486E87, -1.1658203399288418E91, -2.982978997512268E89)
(-3.863085621561299E87, 1.928685142318685E91, 2.156436361658155E88)
(-2.5717833307638143E87, -4.936952336172431E90, -8.858335450922438E88)
(-7.214872475016034E85, 1.1387684629406833E89, -1.6689550704806198E89)
(-3.546948182779982E87, -5.370468829240893E90, 1.796890610286782E88)
(-1.434523655609264E87, -8.309726528085561E90, 7.143092655063278E88)
(-2.4627091469136702E87, -9.591352470195682E90, 4.806054781670751E89)
(-3.1394320716041727E87, -7.910166543970079E90, 1.0217293147794412E89)
(-1.4879417352236696E87, 6.617627845148584E90, 7.684222296731318E88)
(2.870074886296868E87, -3.059147320837985E89, 9.743113864452812E88)
(-2.6277576201306647E87, 4.144376479902887E90, 5.35679337229978E89)
(2.9720590879437905E87, -5.013138504763746E90, 2.5197824346525465E89)
(-1.196999804049702E87, 1.1846788360218808E91, 2.02619279272441E89)
