(9.039579700515576E204, 9.039579700515576E204, 9.039579700515576E204)
(1.1651170071507446E205, 1.1651170071507446E205, 1.1651170071507446E205)
(6.294685318725377E204, 6.294685318725377E204, 6.294685318725377E204)
(1.341242968051774E205, 1.341242968051774E205, 1.341242968051774E205)
(2.1136321495492652E205, 2.1136321495492652E205, 2.1136321495492652E205)
(2.0953046106556153E205, 2.0953046106556153E205, 2.0953046106556153E205)
(1.0413131013337156E205, 1.0413131013337156E205, 1.0413131013337156E205)
(8.636264903218578E204, 8.636264903218578E204, 8.636264903218578E204)
(4.0959710211173315E204, 4.0959710211173315E204, 4.0959710211173315E204)
(5.560014824334445E204, 5.560014824334445E204, 5.560014824334445E204)
(1.4535348022491208E203, 1.4535348022491208E203, 1.4535348022491208E203)
(7.564535669316175E204, 7.564535669316175E204, 7.564535669316175E204)
(1.0085025380872891E205, 1.0085025380872891E205, 1.0085025380872891E205)
(1.7567235138747705E204, 1.7567235138747705E204, 1.7567235138747705E204)
(1.2286605690905478E204, 1.2286605690905478E204, 1.2286605690905478E204)
(1.8088948240573908E204, 1.8088948240573908E204, 1.8088948240573908E204)
(3.608872015307761E204, 3.608872015307761E204, 3.608872015307761E204)
(9.779285377852096E202, 9.779285377852096E202, 9.779285377852096E202)
(6.0889196558598974E203, 6.0889196558598974E203, 6.0889196558598974E203)
(1.7044642409589255E203, 1.7044642409589255E203, 1.7044642409589255E203)
