(-247.11700006490386, -794.13934490707, -35.39173777592018)
(-323.75018601347944, -783.3914101608312, -238.67024582936963)
(-713.9375907657843, -788.2505081410602, -120.4824625991321)
(-85.71233968811737, -822.1643213158901, 36.75367894049907)
(-237.96345438269026, -300.5450432557964, -208.80881957655353)
(-301.45929973030707, -240.37825567275067, -204.74105907162604)
(-645.1414769389178, -532.4106459512876, -33.79192862179127)
(-439.44467167663896, -596.2357548643379, -22.969173565133147)
(70.69994004436995, -644.4550311001541, -67.20000977107661)
(-196.15214330966558, -726.6811146412222, 142.7211855365801)
(-85.71233968811737, -282.49113880840764, -40.58830831383414)
(-151.0601682218214, -236.81710825057058, -90.4857209118505)
(-103.28085347205531, -136.71160416197642, -175.46130439144235)
(-190.82161781648276, 32.482086476392595, -203.19232671552322)
(-301.85244402290596, -511.6389095451534, 127.86786912125623)
(-260.0384763320348, -461.65010721738673, -13.223346003324465)
(-247.11700006490386, -583.8149115600422, 193.63628902862138)
(-176.34071431417823, -187.71398098323198, 61.09138208799189)
(-238.09806157823786, -82.5127514201196, 23.440782344911337)
(-81.86046903546377, -426.90278575798266, 165.99665326908712)
